device_type,device_id,aircraft_model,registration,cn,tracked,identified,aircraft_type
F,DDBF13,DG-500,G-CHEF,HEF,Y,Y,1
F,DDBF21,ASW-20,D-3081,DH,Y,Y,1
F,DDBF2B,LS-4,D-7069,SP,Y,Y,1
F,DDBF30,Ventus ct,D-KOSY,SY,Y,Y,1
F,DDBF38,Discus,D-2521,DD,Y,Y,1
F,DDBF3A,Ka-6 e,D-0229,,Y,Y,1
F,DDBF3E,LS-4,OO-YLX,LX,Y,Y,1
F,DDBF40,Duo Discus,D-9149,LI,Y,Y,1
F,DDBF41,ASK-13,D-0631,31,Y,Y,1
F,DDBF47,Ka-6 cr,D-3245,IMC,Y,Y,1
F,DDBF4A,LS-4,D-5006,SV,Y,Y,1
F,DDBF4D,Blanik,OE-5618,L23,Y,Y,1
F,DDBF53,Speed Astir II,D-6402,CEO,Y,Y,1
F,DDBF54,Nimbus 2,OK-2803,IK,Y,Y,1
F,DDBF59,Astir CS,OK-1337,AU,Y,Y,1
F,DDBF66,Duo Discus xlt,D-KUEN,EIS,Y,Y,1
F,DDBF6B,ASK-21,OE-5484,,Y,Y,1
F,DDBF79,DG-800,D-KTDD,OS,Y,Y,1
F,DDBF81,ASK-14,D-KONB,,Y,Y,1
F,DDBF82,Slingsby Vega 15m,G-BGCU,541,Y,Y,1
F,DDBF83,Ka-8,D-6194,94,Y,Y,1
F,DDBF88,Bellanca Scout,D-EKIZ,IZ,Y,Y,2
F,DDBF8B,ASK-21,D-0626,26,Y,Y,1
F,DDBF8C,Discus,D2984,JOE,Y,Y,1
F,DDBF8F,Samba XXL,ZS-GWZ,,Y,Y,3
F,DDBF92,Astir Jeans,D-7493,,Y,Y,1
F,DDBF9D,LS-8 18,D-1429,IKG,Y,Y,1
F,DDBF9F,Std. Astir III,ZK-GMQ,MQ,Y,Y,1
F,DDBFA3,DG-400,D-KOBE,A1,Y,Y,1
F,DDBFAC,Janus C,F-CVGT,4G,Y,Y,1
F,DDBFAF,Cirrus Std,D-2955,,Y,Y,1
F,DDBFB6,Ultralight,D-MKMH,,Y,Y,3
F,DDBFBC,SZD-42 Jantar 2/2b,LH,LH,Y,Y,1
F,DDBFBE,LS-1 f,F-CESB,CS,Y,Y,1
F,DDBFC2,ASK-21,D-6236,DT,Y,Y,1
F,DDBFC4,Grob G109,D-KIKO,,Y,Y,2
F,DDBFC7,ASW-19,D-5977,U2,Y,Y,1
F,DDBFC8,VSO-10,OM-3518,I5,Y,Y,1
F,DDBFCB,Cirrus Std,G-CFMU,FMU,Y,Y,1
F,DDBFCF,ASK-21,OY-XUA,UA,Y,Y,1
F,DDBFD2,ASG-29E,F-COLS,LS,Y,Y,1
F,DDBFD3,LS-4,OY-XLK,LK,Y,Y,1
F,DDBFD4,,,,N,N,1
F,DDBFD8,Nimbus 2,OK-3399,EL,Y,Y,1
F,DDBFD9,Zlin 142,HA-FBL,FBL,Y,Y,2
F,DDBFDE,ASW-28,D-6233,GT,Y,Y,1
F,DDBFE2,Duo Discus t,D-KYKY,2AS,Y,Y,1
F,DDBFEB,ASG-29,D-8113,M7,Y,Y,1
F,DDBFED,Duo Discus t,D-XXBG,B2,Y,Y,1
F,DDBFF0,,,,N,Y,1
F,DDBFF8,Ultralight,D-MROC,,Y,Y,3
I,DDBFF9,Ultralight,D-MROC,,Y,Y,3
F,DDBFFD,ASW-20,G-CHDL,137,Y,Y,1
F,DDC003,Nimbus 3,OK-6725,A1,Y,Y,1
F,DDC005,LAK-12,G-CHHW,237,Y,Y,1
F,DDC006,ASW-24,G-CGDZ,524,Y,Y,1
F,DDC00F,ASW-15,SP-3777,FT,Y,Y,1
F,DDC010,ASW-15,D-0633,33,Y,Y,1
F,DDC011,LS-4,D-0057,,Y,Y,1
F,DDC012,DG-505,D-1775,,Y,Y,1
F,DDC013,Blanik,S5-7125,25,Y,Y,1
F,DDC015,Duo Discus x,D-1999,8Y,Y,Y,1
F,DDC016,LS-1 f,D-8980,2U,Y,Y,1
F,DDC020,Astir Club,OH-667,667,Y,Y,1
F,DDC023,ASW-19,OK-7557,BO,Y,Y,1
F,DDC025,WT9 Dynamic,OE-7119,,Y,Y,3
F,DDC028,Slingsby Vega 15m,G-EEBA,EBA,Y,Y,1
F,DDC02E,Twin Astir I,S5-7166,TAS,Y,Y,1
F,DDC038,Discus,OH-836,AT,Y,Y,1
F,DDC039,Ventus bT,OY-NMX,NM,Y,Y,1
F,DDC03A,Ventus bT,G-CJWU,CB,Y,Y,1
F,DDC03E,Cirrus Std,OH-411,AK,Y,Y,1
F,DDC03F,Cirrus Std,OM-2112,SZ,Y,Y,1
F,DDC040,LS-8 st 18,LN-GCI,CI,Y,Y,1
F,DDC043,Mistral C,LN-GID,IL,Y,Y,1
F,DDC04A,ASH-25,OH-886,156,Y,Y,1
F,DDC053,Ventus bT,OY-NMX,NM,Y,Y,1
F,DDC058,Libelle Std,G-CHWG,KT,Y,Y,1
F,DDC05C,SHK-1,G-OSHK,PH,Y,Y,1
F,DDC05E,Discus,OH-1034,FM,Y,Y,1
F,DDC063,Ventus ct,G-CGAS,GAS,Y,Y,1
F,DDC067,Stratos 300,D-MQBT,,Y,Y,3
F,DDC06C,Unknown,D-XXXX,W5,Y,Y,6
F,DDC06D,ASW-19,OM-0423,AI,Y,Y,1
F,DDC06F,WT9 Dynamic,04-DW,ZX,Y,Y,3
F,DDC072,Unknown,D-XXXX,W7,Y,Y,6
F,DDC075,Astir CS,D-3280,,Y,Y,1
F,DDC076,Unknown,D-XXXX,W3,Y,Y,6
F,DDC077,Twin Astir II,D-3964,,Y,Y,1
F,DDC079,DG-808 B,D-KTMD,IM,Y,Y,1
F,DDC07B,Stemme S-10,DKMCI,CI,Y,Y,1
F,DDC07C,Ventus 2ct,OY-HXH,RJ,Y,Y,1
F,DDC07F,Duo Discus,S5-7541,CG,Y,Y,1
F,DDC085,Other,S5-3079,BF,Y,Y,1
F,DDC090,Duo Discus,OM-2020,SGC,Y,Y,1
F,DDC093,Discus bT,D-KFGG,GG,Y,Y,1
F,DDC096,Ventus 2,D-9908,EY,Y,Y,1
F,DDC099,Ventus,SE-URU,RU,Y,Y,1
F,DDC0A1,PIK-20 B,OH-905,AZ,Y,Y,1
F,DDC0A2,Janus C,D-3534,4V,Y,Y,1
F,DDC0A4,ASW-24,OH-791,PP,Y,Y,1
F,DDC0A7,LS-4,OY-TXA,PLU,Y,Y,1
F,DDC0BA,LS-4,VH-CQO,CQO,Y,Y,1
F,DDC0BC,Ventus c,D-KECD,W4,Y,Y,1
F,DDC0BE,ASK-21,OY-TRX,TR,Y,Y,1
F,DDC0CD,LS-3,G-CKHB,LS5,Y,Y,1
F,DDC0D1,LS-3,LY-GPH,S3,Y,Y,1
F,DDC0D5,Ventus,OY-CBX,BX,Y,Y,1
F,DDC0D8,Duo Discus xlt,D-KSCR,POL,Y,Y,1
F,DDC0E1,LS-6,G-CHJX,203,Y,Y,1
F,DDC0E2,ASW-20,SE-UGU,J,Y,Y,1
F,DDC0E3,ASH-25,G-DRCS,M25,Y,Y,1
F,DDC0EA,Discus 2,OH-936,PI,Y,Y,1
F,DDC0EB,ASW-28t,G-CKLP,205,Y,Y,1
F,DDC0EF,DG-808 B,D-KTOY,TOY,Y,Y,1
F,DDC0F1,LS-6 18,OH-879,PN,Y,Y,1
F,DDC0F5,Bergfalke II,D-8576,76,Y,Y,1
F,DDC0F8,LS-4,D-XX15,B1,Y,Y,1
F,DDC0FB,Nimbus 2,D-XX83,BY,Y,Y,1
F,DDC10E,Husky A-1,D-XXNL,NL,Y,Y,2
F,DDC112,Nimbus 2,PH-1291,MAD,Y,Y,1
F,DDC113,DG-505,S5-7510,PR,Y,Y,1
F,DDC115,LS-4,D-2029,N2,Y,Y,1
F,DDC118,SF-25,D-KDFE,FE,Y,Y,1
F,DDC119,DR-400,D-EFBK,,Y,Y,2
F,DDC11E,Discus t,D-KKGD,,Y,Y,1
F,DDC11F,ASH-26 E,G-OPHT,T1,Y,Y,1
F,DDC126,ASW-20,SE-UVD,W20,Y,Y,1
F,DDC127,MS-893 Commodore,F-BSVU,,Y,Y,2
F,DDC128,Ventus,OY-XYH,Y6,Y,Y,1
F,DDC12F,ASW-28,OH-1029,80,Y,Y,1
F,DDC133,Cirrus Std,OK-9195,FF,Y,Y,1
F,DDC134,Unknown,D-XXXX,20,Y,Y,6
F,DDC137,ASW-15,OK-7292,FK,Y,Y,1
F,DDC149,Astir CS,D-9272,72,Y,Y,1
F,DDC14F,LS-4,D-3869,D69,Y,Y,1
F,DDC152,SF-25,D-KSIN,,Y,Y,1
F,DDC159,Ventus,EC-ENI,BB,Y,Y,1
F,DDC15A,ASW-19,D-2019,1G,Y,Y,1
F,DDC15F,ASK-21,D-6848,48,Y,Y,1
F,DDC164,ASK-13,OO-YAP,AP,Y,Y,1
F,DDC165,SF-28,F-CFTK,TK,Y,Y,1
F,DDC166,MS-893 Commodore,F-BRER,,Y,Y,2
F,DDC167,MS-894 Minerva,F-BXMT,MT,Y,Y,2
F,DDC16A,MS-893 Commodore,F-BLIM,,Y,Y,2
F,DDC175,DG-400,F-CJJB,JB,Y,Y,1
F,DDC17A,Discus,D-0347,UX,Y,Y,1
F,DDC17C,DR-400,AQ,AQ,Y,Y,2
F,DDC180,Twin Astir I,D-7484,HC,Y,Y,1
F,DDC192,ASH-25,F-CJPG,PG,Y,Y,1
F,DDC198,Discus,I-CHRS,B33,Y,Y,1
F,DDC19D,Ka-8,JB,JB,Y,Y,1
F,DDC1A4,SF-25,D-KOOT,OT,Y,Y,1
F,DDC1AA,PIK-20 E,G-BHNP,,Y,Y,1
F,DDC1AE,SZD-59 Acro,D-5582,,Y,Y,1
F,DDC1AF,Nimbus 2,D-5195,N2,Y,Y,1
F,DDC1B3,ASW-27,D-5527,BG,Y,Y,1
F,DDC1B4,HK36 Super Dimona,D-KGLO,,Y,Y,1
F,DDC1B5,Duo Discus,D-0249,,Y,Y,1
F,DDC1B7,ASW-27,D-5527,,Y,Y,1
F,DDC1BB,ASK-21,D-9144,44,Y,Y,1
F,DDC1C6,Ventus 2ct,G-CFPE,238,Y,Y,1
F,DDC1CA,SZD-51 Junior,G-CLJK,LJK,Y,Y,1
F,DDC1CC,DR-400,D-ESFC,FC,Y,Y,2
F,DDC1CF,Discus,LN-GDW,DW,Y,Y,1
F,DDC1D0,LS-4,LN-GCM,CM,Y,Y,1
F,DDC1D1,LS-6,VH-GLP,GLP,Y,Y,1
F,DDC1D3,ASW-15,OO-ZMB,FP,Y,Y,1
F,DDC1D4,Cirrus Std,OM0702,CV,Y,Y,1
F,DDC1D7,ASW-20,LV-EQT,HD,Y,Y,1
F,DDC1DD,Ventus c,OO-YDC,D27,Y,Y,1
F,DDC1E0,Libelle Std,G-DCNE,525,Y,Y,1
F,DDC1E4,,,,N,N,6
F,DDC1E5,Twin Astir III,F-CIOL,OL,Y,Y,1
F,DDC1EC,A380,F-CHHF,HF,Y,Y,1
F,DDC1EF,Ka-6 cr,OO-ZTM,LF,Y,Y,1
F,DDC1F1,ASW-15,OOZPP,PP,Y,Y,1
F,DDC1F2,Bellanca Scout,OO-RTP,TP,Y,Y,2
F,DDC1F8,Astir Club,OH-650,FK,Y,Y,1
F,DDC1FC,Antares 20 E,D-KDMM,28,Y,Y,1
F,DDC200,VL3 Evolution,F-JBRL,RL,Y,Y,3
F,DDC201,ASK-21,LN-GCJ,CJ,Y,Y,1
F,DDC205,WT9 Dynamic,STG-RE,RE,Y,Y,3
F,DDC207,SF-25,D-KZGH,ZGH,Y,Y,1
F,DDC20C,SF-28,F-CEYO,,Y,Y,1
F,DDC210,Nimbus 4,HUF,ME,Y,Y,1
F,DDC214,Ka-6 cr,D-6163,K6,Y,Y,1
F,DDC216,Twin Astir II,F-CFYB,,Y,Y,1
F,DDC220,Alliance 34,F-CIHU,HU,Y,Y,1
F,DDC222,Phoenix,F-JSSJ,PY,Y,Y,3
F,DDC224,Pegase,F-CVVD,529,Y,Y,1
F,DDC227,PA-25 Pawnee,VH-BMF,BMF,Y,Y,2
F,DDC22A,PIK-15 Hinu,OH-YHD,YHD,Y,Y,2
F,DDC22C,Ka-8,,BA,Y,Y,1
F,DDC22E,Ka-8,,AU,Y,Y,1
F,DDC232,SZD-9 Bocian,OY-FVX,OY,Y,Y,1
F,DDC233,SF-25,D-KOOV,OV,Y,Y,1
F,DDC235,Duo Discus,SE-UYH,H,Y,Y,1
F,DDC237,Midour,F-PVVP,MVP,Y,Y,2
F,DDC240,PA-25 Pawnee,SE-GBF,,Y,Y,2
F,DDC242,DR-400,SE-KUF,KUF,Y,Y,2
F,DDC246,ASW-19,OK-0705,V5,Y,Y,1
F,DDC247,Nimbus 2,D-6891,GM,Y,Y,1
F,DDC249,ASK-21,SE-UHX,,Y,Y,1
F,DDC24D,ASK-21,LN-GRA,RA,Y,Y,1
F,DDC24E,DR-400,F-GBIM,,Y,Y,2
F,DDC251,PA-18 Super Cub,SE-EIH,IH,Y,Y,2
F,DDC252,PA-25 Pawnee,SE-ECG,,Y,Y,2
F,DDC255,Twin Astir II,SE-UGA,UGA,Y,Y,1
F,DDC25C,UFO,SE-123,FEL,Y,Y,6
F,DDC25E,DG-808 B,SE-UMB,DG,Y,Y,1
F,DDC261,SZD-48 Jantar Std 2,SP-4135,,Y,Y,1
F,DDC263,LS-4,D-6930,W,Y,Y,1
F,DDC264,Nimbus 3,F-CFUR,,Y,Y,1
F,DDC265,DR-300,F-HFXU,XU,Y,Y,2
F,DDC267,WT9 Dynamic,SE-VOB,VOB,Y,Y,3
F,DDC26B,Discus 2cT,D-KKFK,FK,Y,Y,1
F,DDC26D,DR-400,D-EHKL,KL,Y,Y,2
F,DDC26F,Duo Discus,D-6810,KM,Y,Y,1
F,DDC270,LS-4,G-CLSG,LSG,Y,Y,1
F,DDC271,ASK-21,D-2021,21,Y,Y,1
F,DDC277,Ka-8,F-CAGJ,GJ,Y,Y,1
F,DDC278,LS-1 f,F-CEHZ,L49,Y,Y,1
F,DDC27A,Mosquito,OO-ZZK,K3,Y,Y,1
F,DDC27D,SF-25,D-KBGR,,Y,Y,1
F,DDC280,SF-25,D-KFCE,CE,Y,Y,1
F,DDC281,Grob G109,D-KATW,,Y,Y,2
F,DDC286,DG-500,D-KIDL,21,Y,Y,1
F,DDC287,HK36 Super Dimona,D-KPSV,@SV,Y,Y,1
F,DDC28A,PIK-20 E,D-KEHA,,Y,Y,1
F,DDC28E,Grob G109,HB-2097,UH,Y,Y,2
F,DDC29C,ASW-15,D-0983,1L,Y,Y,1
F,DDC29E,LS-4,D-6313,X13,Y,Y,1
F,DDC29F,DR-400,D-EKVL,VL,Y,Y,2
F,DDC2A0,DR-300,D-ENJN,DJN,Y,Y,2
F,DDC2A1,Twin Astir I,D-2276,BC,Y,Y,1
F,DDC2A3,Unknown,JU,JU,Y,Y,6
F,DDC2A6,ASK-21,D-5418,18,Y,Y,1
F,DDC2A7,SF-25,D-KDEJ,,Y,Y,1
F,DDC2A8,Discus bT,F-CATH,TH,Y,Y,1
F,DDC2AB,Glasflugel 304,D-0520,GW,Y,Y,1
F,DDC2AC,PA-25 Pawnee,D-ETUG,,Y,Y,2
F,DDC2AE,Cessna 172,D-EFRP,,Y,Y,2
F,DDC2AF,SZD-55,SP-3859,A8,Y,Y,1
F,DDC2B2,ASK-21,D-9040,ZP,Y,Y,1
F,DDC2B5,Discus,D-9877,KM,Y,Y,1
F,DDC2B6,LS-4,D-4018,,Y,Y,1
F,DDC2B7,Helicopter,HB-YNB,,Y,Y,4
F,DDC2B8,ASW-27,F-CASG,YC,Y,Y,1
F,DDC2BA,LS-4,D-5741,41,Y,Y,1
F,DDC2BD,ASW-20,HA-4027,M6,Y,Y,1
F,DDC2BE,LS-6 18,PH-1394,WHO,Y,Y,1
F,DDC2C0,Ventus bT,HB-2100,,Y,Y,1
F,DDC2C3,Grob G109,D-KBER,ER,Y,Y,2
F,DDC2CE,HK36 Super Dimona,PH1546,P46,Y,Y,1
F,DDC2D0,Unknown,DDC2D0,,Y,Y,6
F,DDC2D1,Libelle Club,D-8686,,Y,Y,1
F,DDC2D2,Unknown,DDC2D2,,Y,Y,6
F,DDC2D3,Unknown,DDC2D3,,Y,Y,6
F,DDC2D4,Unknown,DDC2D4,,Y,Y,6
F,DDC2D6,ASW-17,D-2350,K8,Y,Y,1
F,DDC2D7,DG-100,D-0033,MO,Y,Y,1
F,DDC2DB,Astir CS,D-7372,ICO,Y,Y,1
F,DDC2E3,ASH-25 MI,D-KKYD,YD,Y,Y,1
F,DDC2E7,LS-1,OK-0121,AL,Y,Y,1
F,DDC2E9,ASW-20,LV-ERZ,SH,Y,Y,1
F,DDC2EB,PZL-104 Wilga,D-ELVS,,Y,Y,2
F,DDC2F3,ASK-13,F-CLAS,AS,Y,Y,1
F,DDC2F7,Pegase,F-CGSC,CC,Y,Y,1
F,DDC2F8,Twin Astir III,F-CGXF,XF,Y,Y,1
F,DDC2FA,Unknown,F-TEST,TT,Y,Y,6
F,DDC2FC,ASW-20,F-CGCR,CR,Y,Y,1
F,DDC2FE,ASK-13,F-CEAB,AB,Y,Y,1
F,DDC2FF,Astir CS-77,D-4896,1B,Y,Y,1
F,DDC301,,,,N,N,1
F,DDC30E,Discus,D-4756,Br,Y,Y,1
F,DDC30F,Unknown,DDC30F,,Y,Y,6
F,DDC316,Grob G109,D-KNEX,,Y,Y,2
F,DDC318,DG-1000 T,D-KMTX,TX,Y,Y,1
F,DDC31F,WT9 Dynamic,D-MFRB,,Y,Y,3
F,DDC326,Eurostar EV97,D-MLCR,,Y,Y,3
F,DDC329,Discus t,OK-1404,TAL,Y,Y,1
F,DDC32A,Cessna 172,D-EGJC,JC,Y,Y,2
F,DDC32B,SF-25,D-KKEC,,Y,Y,1
F,DDC332,H36 Dimona,D-KAUC,UC,Y,Y,1
F,DDC334,ASW-22,D-KBBO,BO,Y,Y,1
F,DDC339,WT9 Dynamic,D-MMES,ES,Y,Y,3
F,DDC33D,Cirrus Std,D-7242,KR,Y,Y,1
F,DDC341,LS-4,G-1234,WH,Y,Y,1
F,DDC344,Ka-6 cr,D-4122,22,Y,Y,1
F,DDC345,ASW-20,D-6958,P1,Y,Y,1
F,DDC348,HK36 Super Dimona,,AT,Y,Y,1
F,DDC349,Ventus 2cM,D-KADO,DO,Y,Y,1
F,DDC34A,SF-25,D-KIAC,AC,Y,Y,1
F,DDC34F,ASW-24,D-6450,50,Y,Y,1
F,DDC357,Mini Nimbus,OK-3368,GL,Y,Y,1
F,DDC358,Glasflugel 304,D-0340,JM,Y,Y,1
F,DDC35A,Stemme S-10,F-CGYP,,Y,Y,1
F,DDC362,HK36 Super Dimona,D-KGUA,UA,Y,Y,1
F,DDC36A,Ultralight,D-MKKJ,KJ,Y,Y,3
F,DDC36E,SF-25,D-KAMQ,,Y,Y,1
F,DDC37E,LS-6 18WJ,D-6366,F6,Y,Y,1
F,DDC37F,ASK-13,D-0343,,Y,Y,1
F,DDC381,Grob G109,SP-0093,,Y,Y,2
F,DDC385,Janus CT,VH-ZAV,ZAV,Y,Y,1
F,DDC38A,Duo Discus,OE-5698,UT,Y,Y,1
F,DDC38B,Discus,D-4733,33,Y,Y,1
F,DDC38F,PA-28,HB-POX,POX,Y,Y,2
F,DDC39F,LS-6,D-4321,ce,Y,Y,1
F,DDC3A0,Other,W52,W52,Y,Y,1
F,DDC3A7,ASK-21 MI,F-CGCC,C2,Y,Y,1
F,DDC3A8,ASK-13,K13-2,24,Y,Y,1
F,DDC3A9,LS-6,F-CGUB,UB,Y,Y,1
F,DDC3AB,Ventus,F-CEDV,EC,Y,Y,1
F,DDC3B1,TL-2000 Sting,D-MNGR,GR,Y,Y,3
F,DDC3B5,SF-25,D-KARA,KRA,Y,Y,1
F,DDC3B6,Towplane,D-EFRN,,Y,Y,2
F,DDC3B8,SF-25,D-KLAU,,Y,Y,1
F,DDC3BB,LS-4,F-CEIV,FA,Y,Y,1
F,DDC3BF,DG-1000,F-CVDL,RC,Y,Y,1
F,DDC3C1,SF-25,D-KTIA,,Y,Y,1
F,DDC3C6,SF-25,D-KYHN,HN,Y,Y,1
F,DDC3C8,Discus,D-1352,52,Y,Y,1
F,DDC3CA,Mooney,HB-DFZ,DFZ,Y,Y,2
F,DDC3CC,SF-25,D-KNOT,,Y,Y,1
F,DDC3D2,ASK-21,D-4927,RY,Y,Y,1
F,DDC3D4,SZD-55,D-5655,NGA,Y,Y,1
F,DDC3DA,Ka-6 e,F-CECF,CF,Y,Y,1
F,DDC3DD,SF-25,D-KWFG,FG,Y,Y,1
F,DDC3DE,WT9 Dynamic,OE-7127,,Y,Y,3
F,DDC3E0,PIK-20 B,D-2006,L1,Y,Y,1
F,DDC3E3,Motorplane,HB-RBG,Ste,Y,Y,2
F,DDC3E7,LS-4,KYO,KYO,Y,Y,1
F,DDC3ED,Motorplane,S5-DKE,DKE,Y,Y,2
F,DDC3EE,Unknown,DDC3EE,,Y,Y,6
F,DDC3EF,AVo 68 Samburo,HB-2451,,Y,Y,1
F,DDC3F0,Libelle Club,F-CEQH,H51,Y,Y,1
F,DDC3F1,SF-25,D-KOSA,,Y,Y,1
F,DDC3F2,ASW-19,D-5835,N2,Y,Y,1
F,DDC3F4,HK36 Super Dimona,D-KEBH,BH,Y,Y,1
F,DDC3F6,Towplane,F-GUPY,PY,Y,Y,2
F,DDC405,LS-3,EC-GNE,MU,Y,Y,1
F,DDC407,DG-808 B,HB-2291,JS,Y,Y,1
F,DDC40A,Stemme S-10,VH-GHC,GHC,Y,Y,1
F,DDC40B,DG-500,F-CHJD,JD,Y,Y,1
F,DDC419,HK36 Super Dimona,D-KDOT,,Y,Y,1
F,DDC41F,HK36 Super Dimona,D-KEGH,,Y,Y,1
F,DDC421,ASW-24 E,D-KAXD,XD,Y,Y,1
F,DDC425,Other,W51,W51,Y,Y,1
F,DDC427,SF-25,D-KBUN,UN,Y,Y,1
F,DDC429,SF-25,D-KIEN,,Y,Y,1
F,DDC42C,DG-300,D-2892,DM,Y,Y,1
F,DDC42D,Mosquito,D-7982,Ri,Y,Y,1
F,DDC42F,Janus B,F-CFAE,AE,Y,Y,1
F,DDC435,ASW-24 E,F-CHAH,TT,Y,Y,1
F,DDC438,WT9 Dynamic,OE-ASY,,Y,Y,3
F,DDC442,Astir Jeans,F-CFIK,IK,Y,Y,1
F,DDC445,Motorplane,N-1222N,N2S,Y,Y,2
F,DDC446,DR-300,D-EJBC,BC,Y,Y,2
F,DDC44A,Astir CS,OK-7237,RUS,Y,Y,1
F,DDC44F,Pegase,F-CHGG,G2,Y,Y,1
F,DDC450,Ka-6 e,D-9408,08,Y,Y,1
F,DDC451,Duo Discus,SE-UUY,CG,Y,Y,1
F,DDC452,SZD-48-3 Jantar Std 3,SP-3716,LL,Y,Y,1
F,DDC453,DG-300,F-CFVP,,Y,Y,1
F,DDC454,LS-8 18,D-3088,7R,Y,Y,1
F,DDC455,Silent 2 Targa,08GH,00,Y,Y,1
F,DDC45B,ASH-25,D-KKCO,WN,Y,Y,1
F,DDC45C,ASK-13,F-CLJF,JF,Y,Y,1
F,DDC45D,Pilatus B4,F-CMAX,,Y,Y,1
F,DDC45E,LS-3,F-CESF,S03,Y,Y,1
F,DDC461,LS-4,D-7880,JT,Y,Y,1
F,DDC462,Astir Jeans,F-CFCM,CM,Y,Y,1
F,DDC463,ASW-28,F-CLCD,CD,Y,Y,1
F,DDC465,Ultralight,F-JCXJ,XJ,Y,Y,3
F,DDC467,HK36 Super Dimona,OK-3606,36,Y,Y,1
F,DDC468,RF 9,F-CIUJ,,Y,Y,1
F,DDC46C,,,,Y,N,1
F,DDC46F,DR-300,D-EBFS,,Y,Y,2
F,DDC470,LS-6,D-1910,wp,Y,Y,1
F,DDC474,ASK-23,D-7770,E7,Y,Y,1
F,DDC478,SF-25,D-KYHL,HL,Y,Y,1
F,DDC47D,LS-6,D-1910,WP,Y,Y,1
F,DDC47E,Motorglider,G-MOAN,MOA,Y,Y,1
F,DDC483,PA-18 Super Cub,HBPRB,PHT,Y,Y,2
F,DDC48B,ASW-15,D-2130,30,Y,Y,1
F,DDC48C,ASK-21,OE-5735,NV,Y,Y,1
F,DDC48F,ASW-28 18,D-7688,7D,Y,Y,1
F,DDC491,PA-25 Pawnee,VH-LGT,LGT,Y,Y,2
F,DDC496,Nimbus 3,F-CARB,RB,Y,Y,1
F,DDC49A,SF-28,F-CEYF,YF,Y,Y,1
F,DDC4A1,DG-300,OE-5494,N5,Y,Y,1
F,DDC4A6,Ventus,D-3191,T3,Y,Y,1
I,DDC4A8,Calif A21S,PH-1126,TV,Y,Y,1
F,DDC4A9,DR-400,F-BTZP,TZP,Y,Y,2
F,DDC4AA,Zlin 526F,OK-ECG,,Y,Y,2
F,DDC4AC,SF-25,D-KFEC,EC,Y,Y,1
F,DDC4AD,Other,,,Y,Y,1
F,DDC4AF,Discus,VH-GZW,ZW,Y,Y,1
F,DDC4B1,Towplane,F-JAHM,,Y,Y,2
F,DDCA3D,Unknown,oeaws,,Y,Y,6
F,DDCAC8,Quintus,D-KQUI,X,Y,Y,1
O,DDD011,DynAero MCR-M,ISPDY,,Y,Y,2
F,DDD20A,Ka-6 e,D-0167,ET,Y,Y,1
F,DDD20C,SF-25,D-KION,ON,Y,Y,1
F,DDD20E,ASK-13,OY-PJX,A3,Y,Y,1
F,DDD20F,DG-300,D-3300,C1,Y,Y,1
F,DDD210,Ventus,D-3551,Y8,Y,Y,1
F,DDD213,Duo Discus,D-7206,Y2,Y,Y,1
F,DDD215,LS-4 W,D-3484,B,Y,Y,1
O,DDD218,Ultralight,EPKE2,,Y,Y,3
F,DDD21D,Pegase,D-8449,LL,Y,Y,1
F,DDD224,Paraglider,A4DEMO5,D5,Y,Y,6
F,DDD22A,ASK-23,D-5050,W50,Y,Y,1
F,DDD22D,Ka-8,D-6099,99,Y,Y,1
F,DDD22E,Ventus 2ct,OY-XZC,ZC,Y,Y,1
F,DDD237,Ventus 2ct,OY-XSO,KV,Y,Y,1
F,DDD238,ASW-20,OY-XJE,JE,Y,Y,1
F,DDD23A,SB-5 e,D-5761,FZ,Y,Y,1
F,DDD23B,ASW-28 18,G-CKNG,209,Y,Y,1
F,DDD23C,Duo Discus,D-4950,7P,Y,Y,1
F,DDD23F,Discus,F-CFDN,D33,Y,Y,1
F,DDD241,Zugvogel IIIb,D2999,D99,Y,Y,1
F,DDD243,Ventus 2cM,D-KTCC,OV,Y,Y,1
F,DDD246,Discus,G-CJVX,988,Y,Y,1
F,DDD247,ASK-21,F-CBDZ,DZ,Y,Y,1
F,DDD249,Cirrus Std,HA-4028,SP,Y,Y,1
F,DDD24D,Mosquito,F-CELP,DH,Y,Y,1
F,DDD250,ASW-20,LV-EQP,M1,Y,Y,1
F,DDD251,Janus B,G-DJAA,32,Y,Y,1
F,DDD253,Astir CS,F-CIBO,6Z,Y,Y,1
F,DDD255,Discus,OY-XUB,BH,Y,Y,1
F,DDD25F,ASW-20,F-CBDI,X56,Y,Y,1
F,DDD261,Antares 18 T,G-KAIJ,895,Y,Y,1
F,DDD263,ASW-20,F-CFFV,X29,Y,Y,1
F,DDD265,DG-800,F-CGRY,RY,Y,Y,1
F,DDD266,Libelle Std,OY-VXK,BC,Y,Y,1
F,DDD267,Cirrus Std,OK-9779,LW,Y,Y,1
F,DDD269,Pegase,F-CGOZ,Z2,Y,Y,1
F,DDD26B,ASK-23,F-CGCU,,Y,Y,1
F,DDD26D,Astir Jeans,D-7767,67,Y,Y,1
F,DDD270,Pegase,F-CHKH,I,Y,Y,1
F,DDD275,ASK-23,PH-1124,LUC,Y,Y,1
F,DDD27C,Ka-6 cr,D-6174,D 4,Y,Y,1
